MOF,molecule,PLD,LCD,VF,Tc,Pc,w,logK,Label,No Adsorption,CatPredicted
EQIWAD,C3H8O_propylalcohol,2.68358,3.10476,0.0480642,548.7260568,52.15051916,0.532729638,-89.53017798,No Adsorption,0,0
EQIWAD,C5H10_2-pentene,2.68358,3.10476,0.0480642,484.9996656,36.49974003,0.250317972,-200,No Adsorption,0,0
EQIWAD,C2H7N_ethylamine,2.68358,3.10476,0.0480642,456.1413162,52.30001913,0.278284374,-46.84771166,No Adsorption,0,0
EQIWAD,C4H10O_methyl-isopropyl-ether,2.68358,3.10476,0.0480642,464.9608227,38.53548392,0.251447588,-200,No Adsorption,0,0
ERUFUS,"C7H12_1,5-heptadiene",3.42552,4.36037,0.280828,536.7652346,30.48214368,0.295571623,-5.229147988,Reasonable,1,1
ERUFUS,C6H10O_4-hexen-2-one,3.42552,4.36037,0.280828,559.6621075,36.9790055,0.446231587,-4.326979093,Reasonable,1,1
ERUFUS,C6H10O_4-methyl-4-penten-2-one,3.42552,4.36037,0.280828,583.9572407,32.17602658,0.427070778,-4.269217724,Reasonable,1,1
ERUFUS,"C7H14_4,4-dimethyl-1-pentene",3.42552,4.36037,0.280828,524.3589038,29.54818473,0.250217308,-22.15864053,No Adsorption,0,0
ERUFUS,C2H4O_acetaldehyde,3.42552,4.36037,0.280828,470.1338418,53.98284491,0.288582571,-1.765730811,Reasonable,1,1
ERUFUS,C3H6O_acetone,3.42552,4.36037,0.280828,504.9011578,46.13534273,0.299578863,-1.307808099,Reasonable,1,1
ERUFUS,C2H3N_acetonitrile,3.42552,4.36037,0.280828,537.4197556,47.22182044,0.356500544,-2.317231468,Reasonable,1,1
ERUFUS,C2H6O_dimethylether,3.42552,4.36037,0.280828,410.1055119,48.43551489,0.231685091,-2.113311349,Reasonable,1,1
ERUFUS,C2H7N_dimethylamine,3.42552,4.36037,0.280828,449.2982222,53.95656635,0.291520542,-1.623669456,Reasonable,1,1
ERUFUS,C2H6_ethane,3.42552,4.36037,0.280828,381.7893216,50.31694546,0.216958597,-3.896445985,Reasonable,1,1
ERUFUS,C2H4_ethene,3.42552,4.36037,0.280828,298.4582448,49.65797888,0.123012676,-4.126679398,Reasonable,1,1
ERUFUS,CHN_hydrogen-cyanide,3.42552,4.36037,0.280828,447.2483409,53.04824853,0.333232947,-2.959251338,Reasonable,1,1
ERUFUS,C4H10_isobutane,3.42552,4.36037,0.280828,443.0106967,38.8550635,0.197655762,-6.131943638,Reasonable,1,1
ERUFUS,C5H12_isopentane,3.42552,4.36037,0.280828,474.7591203,34.73587842,0.239525866,-6.327902142,Reasonable,1,1
ERUFUS,C3H8O_isopropylalcohol,3.42552,4.36037,0.280828,515.5796221,48.73405441,0.575735407,-3.755849103,Reasonable,1,1
ERUFUS,CH4_methane,3.42552,4.36037,0.280828,190.564,45.992,0.01142,-4.987162775,Reasonable,1,1
ERUFUS,C4H10O_methyl-propyl-ether,3.42552,4.36037,0.280828,478.8689486,38.38025026,0.286150366,-4.580044252,Reasonable,1,1
ERUFUS,C5H12_neopentane,3.42552,4.36037,0.280828,470.5354152,35.44700615,0.199261323,-15.97469413,No Adsorption,0,0
ERUFUS,C3H8_propane,3.42552,4.36037,0.280828,416.4755833,44.59741845,0.238916692,-3.542193771,Reasonable,1,1
ERUFUS,C3H6_propene,3.42552,4.36037,0.280828,392.9986188,45.72816938,0.16410577,-3.343813606,Reasonable,1,1
ERUFUS,C3H5N_propionitrile,3.42552,4.36037,0.280828,558.8569328,42.24565215,0.360862674,-1.913775462,Reasonable,1,1
ERUFUS,C3H8O_propylalcohol,3.42552,4.36037,0.280828,548.7260568,52.15051916,0.532729638,-2.316411783,Reasonable,1,1
ERUFUS,C5H10_2-pentene,3.42552,4.36037,0.280828,484.9996656,36.49974003,0.250317972,-5.040958608,Reasonable,1,1
ERUFUS,C2H7N_ethylamine,3.42552,4.36037,0.280828,456.1413162,52.30001913,0.278284374,-2.804327236,Reasonable,1,1
ERUFUS,C4H10O_methyl-isopropyl-ether,3.42552,4.36037,0.280828,464.9608227,38.53548392,0.251447588,-4.707743929,Reasonable,1,1
EZABEN,"C7H12_1,5-heptadiene",3.75233,5.22809,0.465021,536.7652346,30.48214368,0.295571623,-0.335202007,Reasonable,1,1
EZABEN,"C6H14_2,3-dimethylbutane",3.75233,5.22809,0.465021,503.0672531,31.56375605,0.24224795,-5.442492798,Reasonable,1,1
EZABEN,C6H14_3-methylpentane,3.75233,5.22809,0.465021,504.839777,31.13915414,0.283296142,-2.515335791,Reasonable,1,1
EZABEN,C6H10O_4-hexen-2-one,3.75233,5.22809,0.465021,559.6621075,36.9790055,0.446231587,2.778599067,Reasonable,1,1
EZABEN,C7H14_4-methyl-1-hexene,3.75233,5.22809,0.465021,528.1554514,29.38650495,0.298584169,-1.693873183,Reasonable,1,1
EZABEN,C6H10O_4-methyl-4-penten-2-one,3.75233,5.22809,0.465021,583.9572407,32.17602658,0.427070778,1.936199972,Reasonable,1,1
EZABEN,C2H4O_acetaldehyde,3.75233,5.22809,0.465021,470.1338418,53.98284491,0.288582571,-0.559517554,Reasonable,1,1
EZABEN,C3H6O_acetone,3.75233,5.22809,0.465021,504.9011578,46.13534273,0.299578863,0.082860737,Reasonable,1,1
EZABEN,C2H3N_acetonitrile,3.75233,5.22809,0.465021,537.4197556,47.22182044,0.356500544,-0.116633304,Reasonable,1,1
EZABEN,C2H6O_dimethylether,3.75233,5.22809,0.465021,410.1055119,48.43551489,0.231685091,-0.76490101,Reasonable,1,1
EZABEN,C2H7N_dimethylamine,3.75233,5.22809,0.465021,449.2982222,53.95656635,0.291520542,-1.211052861,Reasonable,1,1
EZABEN,C2H6_ethane,3.75233,5.22809,0.465021,381.7893216,50.31694546,0.216958597,-3.967514207,Reasonable,1,1
EZABEN,C2H4_ethene,3.75233,5.22809,0.465021,298.4582448,49.65797888,0.123012676,-4.228412519,Reasonable,1,1
EZABEN,CHN_hydrogen-cyanide,3.75233,5.22809,0.465021,447.2483409,53.04824853,0.333232947,-2.160318366,Reasonable,1,1
EZABEN,C4H10_isobutane,3.75233,5.22809,0.465021,443.0106967,38.8550635,0.197655762,-3.087526583,Reasonable,1,1
EZABEN,C5H12_isopentane,3.75233,5.22809,0.465021,474.7591203,34.73587842,0.239525866,-2.782705607,Reasonable,1,1
EZABEN,C3H8O_isopropylalcohol,3.75233,5.22809,0.465021,515.5796221,48.73405441,0.575735407,-0.204993619,Reasonable,1,1
EZABEN,CH4_methane,3.75233,5.22809,0.465021,190.564,45.992,0.01142,-5.064996849,Reasonable,1,1
EZABEN,C4H10O_methyl-propyl-ether,3.75233,5.22809,0.465021,478.8689486,38.38025026,0.286150366,-1.898503817,Reasonable,1,1
EZABEN,C5H10O_methylpropylketone,3.75233,5.22809,0.465021,564.4660951,36.92885972,0.349050379,0.226592173,Reasonable,1,1
EZABEN,C3H8_propane,3.75233,5.22809,0.465021,416.4755833,44.59741845,0.238916692,-3.225829878,Reasonable,1,1
EZABEN,C3H6_propene,3.75233,5.22809,0.465021,392.9986188,45.72816938,0.16410577,-3.264551213,Reasonable,1,1
EZABEN,C3H8O_propylalcohol,3.75233,5.22809,0.465021,548.7260568,52.15051916,0.532729638,-0.88009118,Reasonable,1,1
EZABEN,C5H10_2-pentene,3.75233,5.22809,0.465021,484.9996656,36.49974003,0.250317972,-1.70842249,Reasonable,1,1
EZABEN,C2H7N_ethylamine,3.75233,5.22809,0.465021,456.1413162,52.30001913,0.278284374,-1.006946205,Reasonable,1,1
EZABEN,C4H10O_methyl-isopropyl-ether,3.75233,5.22809,0.465021,464.9608227,38.53548392,0.251447588,0.615713386,Reasonable,1,1
EZUCIM,"C7H12_1,5-heptadiene",4.42324,5.27092,0.560296,536.7652346,30.48214368,0.295571623,1.711909255,Reasonable,1,1
EZUCIM,"C6H14_2,3-dimethylbutane",4.42324,5.27092,0.560296,503.0672531,31.56375605,0.24224795,0.112916536,Reasonable,1,1
EZUCIM,C6H14_3-methylpentane,4.42324,5.27092,0.560296,504.839777,31.13915414,0.283296142,0.473930527,Reasonable,1,1
EZUCIM,C6H10O_4-hexen-2-one,4.42324,5.27092,0.560296,559.6621075,36.9790055,0.446231587,2.700102036,Reasonable,1,1
EZUCIM,C7H14_4-methyl-1-hexene,4.42324,5.27092,0.560296,528.1554514,29.38650495,0.298584169,1.274783429,Reasonable,1,1
EZUCIM,C6H10O_4-methyl-4-penten-2-one,4.42324,5.27092,0.560296,583.9572407,32.17602658,0.427070778,2.449388908,Reasonable,1,1
EZUCIM,"C7H14_4,4-dimethyl-1-pentene",4.42324,5.27092,0.560296,524.3589038,29.54818473,0.250217308,-0.102792013,Reasonable,1,1
EZUCIM,C2H4O_acetaldehyde,4.42324,5.27092,0.560296,470.1338418,53.98284491,0.288582571,-1.481964047,Reasonable,1,1
EZUCIM,C3H6O_acetone,4.42324,5.27092,0.560296,504.9011578,46.13534273,0.299578863,-0.173514432,Reasonable,1,1
EZUCIM,C2H3N_acetonitrile,4.42324,5.27092,0.560296,537.4197556,47.22182044,0.356500544,-1.233043138,Reasonable,1,1
EZUCIM,C2H6O_dimethylether,4.42324,5.27092,0.560296,410.1055119,48.43551489,0.231685091,-1.727587451,Reasonable,1,1
EZUCIM,C2H7N_dimethylamine,4.42324,5.27092,0.560296,449.2982222,53.95656635,0.291520542,-1.395561173,Reasonable,1,1
EZUCIM,C2H6_ethane,4.42324,5.27092,0.560296,381.7893216,50.31694546,0.216958597,-3.337213846,Reasonable,1,1
EZUCIM,C2H4_ethene,4.42324,5.27092,0.560296,298.4582448,49.65797888,0.123012676,-3.688061868,Reasonable,1,1
EZUCIM,CHN_hydrogen-cyanide,4.42324,5.27092,0.560296,447.2483409,53.04824853,0.333232947,-3.021988941,Reasonable,1,1
EZUCIM,C4H10_isobutane,4.42324,5.27092,0.560296,443.0106967,38.8550635,0.197655762,-1.39146327,Reasonable,1,1
EZUCIM,C5H12_isopentane,4.42324,5.27092,0.560296,474.7591203,34.73587842,0.239525866,-0.471700488,Reasonable,1,1
EZUCIM,C3H8O_isopropylalcohol,4.42324,5.27092,0.560296,515.5796221,48.73405441,0.575735407,-0.048799981,Reasonable,1,1
EZUCIM,CH4_methane,4.42324,5.27092,0.560296,190.564,45.992,0.01142,-4.655607726,Reasonable,1,1
EZUCIM,C4H10O_methyl-propyl-ether,4.42324,5.27092,0.560296,478.8689486,38.38025026,0.286150366,-0.582543254,Reasonable,1,1
EZUCIM,C5H10O_methylpropylketone,4.42324,5.27092,0.560296,564.4660951,36.92885972,0.349050379,0.278229846,Reasonable,1,1
EZUCIM,C5H12O_methyl-tert-butyl-ether,4.42324,5.27092,0.560296,512.6934939,34.04608196,0.266677162,0.139479226,Reasonable,1,1
EZUCIM,C5H12_neopentane,4.42324,5.27092,0.560296,470.5354152,35.44700615,0.199261323,-1.585598292,Reasonable,1,1
EZUCIM,C3H8_propane,4.42324,5.27092,0.560296,416.4755833,44.59741845,0.238916692,-2.235115074,Reasonable,1,1
EZUCIM,C3H6_propene,4.42324,5.27092,0.560296,392.9986188,45.72816938,0.16410577,-2.480737876,Reasonable,1,1
EZUCIM,C3H5N_propionitrile,4.42324,5.27092,0.560296,558.8569328,42.24565215,0.360862674,-0.357627493,Reasonable,1,1
EZUCIM,C3H8O_propylalcohol,4.42324,5.27092,0.560296,548.7260568,52.15051916,0.532729638,-0.103866368,Reasonable,1,1
EZUCIM,C5H10_2-pentene,4.42324,5.27092,0.560296,484.9996656,36.49974003,0.250317972,-0.341477296,Reasonable,1,1
EZUCIM,C2H7N_ethylamine,4.42324,5.27092,0.560296,456.1413162,52.30001913,0.278284374,-1.268176022,Reasonable,1,1
EZUCIM,C4H10O_methyl-isopropyl-ether,4.42324,5.27092,0.560296,464.9608227,38.53548392,0.251447588,0.224478675,Reasonable,1,1
FAKLOU,"C7H12_1,5-heptadiene",8.03305,9.12795,0.628689,536.7652346,30.48214368,0.295571623,-0.109553271,Reasonable,1,1
FAKLOU,"C6H14_2,3-dimethylbutane",8.03305,9.12795,0.628689,503.0672531,31.56375605,0.24224795,-0.774096555,Reasonable,1,1
FAKLOU,C6H14_3-methylpentane,8.03305,9.12795,0.628689,504.839777,31.13915414,0.283296142,-0.686014735,Reasonable,1,1
FAKLOU,C6H10O_4-hexen-2-one,8.03305,9.12795,0.628689,559.6621075,36.9790055,0.446231587,0.083610105,Reasonable,1,1
FAKLOU,C7H14_4-methyl-1-hexene,8.03305,9.12795,0.628689,528.1554514,29.38650495,0.298584169,0.006709863,Reasonable,1,1
FAKLOU,C6H10O_4-methyl-4-penten-2-one,8.03305,9.12795,0.628689,583.9572407,32.17602658,0.427070778,-0.088451968,Reasonable,1,1
FAKLOU,"C7H14_4,4-dimethyl-1-pentene",8.03305,9.12795,0.628689,524.3589038,29.54818473,0.250217308,-0.276148799,Reasonable,1,1
FAKLOU,C2H4O_acetaldehyde,8.03305,9.12795,0.628689,470.1338418,53.98284491,0.288582571,-2.957322127,Reasonable,1,1
FAKLOU,C3H6O_acetone,8.03305,9.12795,0.628689,504.9011578,46.13534273,0.299578863,-1.987913953,Reasonable,1,1
FAKLOU,C2H3N_acetonitrile,8.03305,9.12795,0.628689,537.4197556,47.22182044,0.356500544,-2.943339032,Reasonable,1,1
FAKLOU,C2H6O_dimethylether,8.03305,9.12795,0.628689,410.1055119,48.43551489,0.231685091,-3.356662822,Reasonable,1,1
FAKLOU,C2H7N_dimethylamine,8.03305,9.12795,0.628689,449.2982222,53.95656635,0.291520542,-2.830240361,Reasonable,1,1
FAKLOU,C2H6_ethane,8.03305,9.12795,0.628689,381.7893216,50.31694546,0.216958597,-4.126679398,Reasonable,1,1
FAKLOU,C2H4_ethene,8.03305,9.12795,0.628689,298.4582448,49.65797888,0.123012676,-4.385102784,Reasonable,1,1
FAKLOU,CHN_hydrogen-cyanide,8.03305,9.12795,0.628689,447.2483409,53.04824853,0.333232947,-4.04769199,Reasonable,1,1
FAKLOU,C4H10_isobutane,8.03305,9.12795,0.628689,443.0106967,38.8550635,0.197655762,-2.475920788,Reasonable,1,1
FAKLOU,C5H12_isopentane,8.03305,9.12795,0.628689,474.7591203,34.73587842,0.239525866,-1.587682281,Reasonable,1,1
FAKLOU,C3H8O_isopropylalcohol,8.03305,9.12795,0.628689,515.5796221,48.73405441,0.575735407,-2.7224435,Reasonable,1,1
FAKLOU,CH4_methane,8.03305,9.12795,0.628689,190.564,45.992,0.01142,-5.095825632,Reasonable,1,1
FAKLOU,C4H10O_methyl-propyl-ether,8.03305,9.12795,0.628689,478.8689486,38.38025026,0.286150366,-1.925706636,Reasonable,1,1
FAKLOU,C5H10O_methylpropylketone,8.03305,9.12795,0.628689,564.4660951,36.92885972,0.349050379,-2.260552662,Reasonable,1,1
FAKLOU,C5H12O_methyl-tert-butyl-ether,8.03305,9.12795,0.628689,512.6934939,34.04608196,0.266677162,-1.194758845,Reasonable,1,1
FAKLOU,C5H12_neopentane,8.03305,9.12795,0.628689,470.5354152,35.44700615,0.199261323,-1.865456352,Reasonable,1,1
FAKLOU,C3H8_propane,8.03305,9.12795,0.628689,416.4755833,44.59741845,0.238916692,-3.258215156,Reasonable,1,1
FAKLOU,C3H6_propene,8.03305,9.12795,0.628689,392.9986188,45.72816938,0.16410577,-3.459655507,Reasonable,1,1
FAKLOU,C3H5N_propionitrile,8.03305,9.12795,0.628689,558.8569328,42.24565215,0.360862674,-2.193466627,Reasonable,1,1
FAKLOU,C3H8O_propylalcohol,8.03305,9.12795,0.628689,548.7260568,52.15051916,0.532729638,-3.097894262,Reasonable,1,1
FAKLOU,C5H10_2-pentene,8.03305,9.12795,0.628689,484.9996656,36.49974003,0.250317972,-1.688335125,Reasonable,1,1
FAKLOU,C2H7N_ethylamine,8.03305,9.12795,0.628689,456.1413162,52.30001913,0.278284374,-2.880909148,Reasonable,1,1
FAKLOU,C4H10O_methyl-isopropyl-ether,8.03305,9.12795,0.628689,464.9608227,38.53548392,0.251447588,-1.749648319,Reasonable,1,1
FAQVEA,"C6H14_2,3-dimethylbutane",3.21093,4.28187,0.243079,503.0672531,31.56375605,0.24224795,-15.71444269,No Adsorption,0,0
FAQVEA,C6H10O_4-methyl-4-penten-2-one,3.21093,4.28187,0.243079,583.9572407,32.17602658,0.427070778,-4.586700236,Reasonable,1,1
FAQVEA,"C7H14_4,4-dimethyl-1-pentene",3.21093,4.28187,0.243079,524.3589038,29.54818473,0.250217308,-35.19928292,No Adsorption,0,0
FAQVEA,C2H4O_acetaldehyde,3.21093,4.28187,0.243079,470.1338418,53.98284491,0.288582571,-3.343165177,Reasonable,1,1
FAQVEA,C3H6O_acetone,3.21093,4.28187,0.243079,504.9011578,46.13534273,0.299578863,-3.118914487,Reasonable,1,1
FAQVEA,C2H3N_acetonitrile,3.21093,4.28187,0.243079,537.4197556,47.22182044,0.356500544,-3.053721684,Reasonable,1,1
FAQVEA,C2H6O_dimethylether,3.21093,4.28187,0.243079,410.1055119,48.43551489,0.231685091,-3.588205265,Reasonable,1,1
FAQVEA,C2H7N_dimethylamine,3.21093,4.28187,0.243079,449.2982222,53.95656635,0.291520542,-3.152655652,Reasonable,1,1
FAQVEA,C2H6_ethane,3.21093,4.28187,0.243079,381.7893216,50.31694546,0.216958597,-4.752026734,Reasonable,1,1
FAQVEA,C2H4_ethene,3.21093,4.28187,0.243079,298.4582448,49.65797888,0.123012676,-4.723538196,Reasonable,1,1
FAQVEA,CHN_hydrogen-cyanide,3.21093,4.28187,0.243079,447.2483409,53.04824853,0.333232947,-3.699450165,Reasonable,1,1
FAQVEA,C3H8O_isopropylalcohol,3.21093,4.28187,0.243079,515.5796221,48.73405441,0.575735407,-4.879426069,Reasonable,1,1
FAQVEA,CH4_methane,3.21093,4.28187,0.243079,190.564,45.992,0.01142,-5.146301788,Reasonable,1,1
FAQVEA,C4H10O_methyl-propyl-ether,3.21093,4.28187,0.243079,478.8689486,38.38025026,0.286150366,-4.399027104,Reasonable,1,1
FAQVEA,C5H10O_methylpropylketone,3.21093,4.28187,0.243079,564.4660951,36.92885972,0.349050379,-5.931814138,Reasonable,1,1
FAQVEA,C5H12O_methyl-tert-butyl-ether,3.21093,4.28187,0.243079,512.6934939,34.04608196,0.266677162,-32.90657831,No Adsorption,0,0
FAQVEA,C5H12_neopentane,3.21093,4.28187,0.243079,470.5354152,35.44700615,0.199261323,-30.99567863,No Adsorption,0,0
FAQVEA,C3H8_propane,3.21093,4.28187,0.243079,416.4755833,44.59741845,0.238916692,-4.886056648,Reasonable,1,1
FAQVEA,C3H6_propene,3.21093,4.28187,0.243079,392.9986188,45.72816938,0.16410577,-4.32330639,Reasonable,1,1
FAQVEA,C3H5N_propionitrile,3.21093,4.28187,0.243079,558.8569328,42.24565215,0.360862674,-2.562934705,Reasonable,1,1
FAQVEA,C3H8O_propylalcohol,3.21093,4.28187,0.243079,548.7260568,52.15051916,0.532729638,-4.514278574,Reasonable,1,1
FAQVEA,C5H10_2-pentene,3.21093,4.28187,0.243079,484.9996656,36.49974003,0.250317972,-4.725842151,Reasonable,1,1
FAQVEA,C2H7N_ethylamine,3.21093,4.28187,0.243079,456.1413162,52.30001913,0.278284374,-3.847656608,Reasonable,1,1
FAQVEA,C4H10O_methyl-isopropyl-ether,3.21093,4.28187,0.243079,464.9608227,38.53548392,0.251447588,-6.913640169,Reasonable,1,1
FECWOB01,"C6H14_2,3-dimethylbutane",3.09319,4.21204,0.300491,503.0672531,31.56375605,0.24224795,-17.91721463,No Adsorption,0,0
FECWOB01,"C7H14_4,4-dimethyl-1-pentene",3.09319,4.21204,0.300491,524.3589038,29.54818473,0.250217308,-50.92811799,No Adsorption,0,0
FECWOB01,C2H4O_acetaldehyde,3.09319,4.21204,0.300491,470.1338418,53.98284491,0.288582571,-2.780486203,Reasonable,1,1
FECWOB01,C3H6O_acetone,3.09319,4.21204,0.300491,504.9011578,46.13534273,0.299578863,-1.631209365,Reasonable,1,1
FECWOB01,C2H3N_acetonitrile,3.09319,4.21204,0.300491,537.4197556,47.22182044,0.356500544,-2.797988742,Reasonable,1,1
FECWOB01,C2H6O_dimethylether,3.09319,4.21204,0.300491,410.1055119,48.43551489,0.231685091,-3.160061505,Reasonable,1,1
FECWOB01,C2H7N_dimethylamine,3.09319,4.21204,0.300491,449.2982222,53.95656635,0.291520542,-3.069907164,Reasonable,1,1
FECWOB01,C2H6_ethane,3.09319,4.21204,0.300491,381.7893216,50.31694546,0.216958597,-3.828086416,Reasonable,1,1
FECWOB01,C2H4_ethene,3.09319,4.21204,0.300491,298.4582448,49.65797888,0.123012676,-3.973814147,Reasonable,1,1
FECWOB01,CHN_hydrogen-cyanide,3.09319,4.21204,0.300491,447.2483409,53.04824853,0.333232947,-3.601048396,Reasonable,1,1
FECWOB01,C4H10_isobutane,3.09319,4.21204,0.300491,443.0106967,38.8550635,0.197655762,-6.216811309,Reasonable,1,1
FECWOB01,C3H8O_isopropylalcohol,3.09319,4.21204,0.300491,515.5796221,48.73405441,0.575735407,-4.459670525,Reasonable,1,1
FECWOB01,CH4_methane,3.09319,4.21204,0.300491,190.564,45.992,0.01142,-4.928117993,Reasonable,1,1
FECWOB01,C4H10O_methyl-propyl-ether,3.09319,4.21204,0.300491,478.8689486,38.38025026,0.286150366,-3.319798694,Reasonable,1,1
FECWOB01,C5H10O_methylpropylketone,3.09319,4.21204,0.300491,564.4660951,36.92885972,0.349050379,-5.276544328,Reasonable,1,1
FECWOB01,C5H12O_methyl-tert-butyl-ether,3.09319,4.21204,0.300491,512.6934939,34.04608196,0.266677162,-40.64206515,No Adsorption,0,0
FECWOB01,C5H12_neopentane,3.09319,4.21204,0.300491,470.5354152,35.44700615,0.199261323,-42.74714697,No Adsorption,0,0
FECWOB01,C3H8_propane,3.09319,4.21204,0.300491,416.4755833,44.59741845,0.238916692,-3.82601292,Reasonable,1,1
FECWOB01,C3H6_propene,3.09319,4.21204,0.300491,392.9986188,45.72816938,0.16410577,-3.438922479,Reasonable,1,1
FECWOB01,C3H5N_propionitrile,3.09319,4.21204,0.300491,558.8569328,42.24565215,0.360862674,-2.368217451,Reasonable,1,1
FECWOB01,C3H8O_propylalcohol,3.09319,4.21204,0.300491,548.7260568,52.15051916,0.532729638,-3.977893448,Reasonable,1,1
FECWOB01,C5H10_2-pentene,3.09319,4.21204,0.300491,484.9996656,36.49974003,0.250317972,-3.951663092,Reasonable,1,1
FECWOB01,C2H7N_ethylamine,3.09319,4.21204,0.300491,456.1413162,52.30001913,0.278284374,-2.90190338,Reasonable,1,1
FECWOB01,C4H10O_methyl-isopropyl-ether,3.09319,4.21204,0.300491,464.9608227,38.53548392,0.251447588,-5.387216143,Reasonable,1,1
FECZAQ,"C7H12_1,5-heptadiene",5.36674,8.47974,0.614449,536.7652346,30.48214368,0.295571623,0.150197482,Reasonable,1,1
FECZAQ,"C6H14_2,3-dimethylbutane",5.36674,8.47974,0.614449,503.0672531,31.56375605,0.24224795,-0.692219517,Reasonable,1,1
FECZAQ,C6H14_3-methylpentane,5.36674,8.47974,0.614449,504.839777,31.13915414,0.283296142,-0.543385002,Reasonable,1,1
FECZAQ,C6H10O_4-hexen-2-one,5.36674,8.47974,0.614449,559.6621075,36.9790055,0.446231587,0.033435819,Reasonable,1,1
FECZAQ,C7H14_4-methyl-1-hexene,5.36674,8.47974,0.614449,528.1554514,29.38650495,0.298584169,0.160522552,Reasonable,1,1
FECZAQ,C6H10O_4-methyl-4-penten-2-one,5.36674,8.47974,0.614449,583.9572407,32.17602658,0.427070778,-0.147074961,Reasonable,1,1
FECZAQ,"C7H14_4,4-dimethyl-1-pentene",5.36674,8.47974,0.614449,524.3589038,29.54818473,0.250217308,-0.149880873,Reasonable,1,1
FECZAQ,C2H4O_acetaldehyde,5.36674,8.47974,0.614449,470.1338418,53.98284491,0.288582571,-3.390175166,Reasonable,1,1
FECZAQ,C3H6O_acetone,5.36674,8.47974,0.614449,504.9011578,46.13534273,0.299578863,-2.086527892,Reasonable,1,1
FECZAQ,C2H3N_acetonitrile,5.36674,8.47974,0.614449,537.4197556,47.22182044,0.356500544,-3.34811072,Reasonable,1,1
FECZAQ,C2H6O_dimethylether,5.36674,8.47974,0.614449,410.1055119,48.43551489,0.231685091,-3.452228986,Reasonable,1,1
FECZAQ,C2H7N_dimethylamine,5.36674,8.47974,0.614449,449.2982222,53.95656635,0.291520542,-3.049469152,Reasonable,1,1
FECZAQ,C2H6_ethane,5.36674,8.47974,0.614449,381.7893216,50.31694546,0.216958597,-4.076238039,Reasonable,1,1
FECZAQ,C2H4_ethene,5.36674,8.47974,0.614449,298.4582448,49.65797888,0.123012676,-4.356547324,Reasonable,1,1
FECZAQ,CHN_hydrogen-cyanide,5.36674,8.47974,0.614449,447.2483409,53.04824853,0.333232947,-4.315154638,Reasonable,1,1
FECZAQ,C4H10_isobutane,5.36674,8.47974,0.614449,443.0106967,38.8550635,0.197655762,-2.357040132,Reasonable,1,1
FECZAQ,C5H12_isopentane,5.36674,8.47974,0.614449,474.7591203,34.73587842,0.239525866,-1.462415109,Reasonable,1,1
FECZAQ,C3H8O_isopropylalcohol,5.36674,8.47974,0.614449,515.5796221,48.73405441,0.575735407,-3.128786206,Reasonable,1,1
FECZAQ,CH4_methane,5.36674,8.47974,0.614449,190.564,45.992,0.01142,-5.106238238,Reasonable,1,1
FECZAQ,C4H10O_methyl-propyl-ether,5.36674,8.47974,0.614449,478.8689486,38.38025026,0.286150366,-1.746858344,Reasonable,1,1
FECZAQ,C5H10O_methylpropylketone,5.36674,8.47974,0.614449,564.4660951,36.92885972,0.349050379,-2.266964923,Reasonable,1,1
FECZAQ,C5H12O_methyl-tert-butyl-ether,5.36674,8.47974,0.614449,512.6934939,34.04608196,0.266677162,-1.303108282,Reasonable,1,1
FECZAQ,C5H12_neopentane,5.36674,8.47974,0.614449,470.5354152,35.44700615,0.199261323,-1.786827691,Reasonable,1,1
FECZAQ,C3H8_propane,5.36674,8.47974,0.614449,416.4755833,44.59741845,0.238916692,-3.164416589,Reasonable,1,1
FECZAQ,C3H6_propene,5.36674,8.47974,0.614449,392.9986188,45.72816938,0.16410577,-3.375336388,Reasonable,1,1
FECZAQ,C3H5N_propionitrile,5.36674,8.47974,0.614449,558.8569328,42.24565215,0.360862674,-2.717135547,Reasonable,1,1
FECZAQ,C3H8O_propylalcohol,5.36674,8.47974,0.614449,548.7260568,52.15051916,0.532729638,-3.5440244,Reasonable,1,1
FECZAQ,C5H10_2-pentene,5.36674,8.47974,0.614449,484.9996656,36.49974003,0.250317972,-1.513018678,Reasonable,1,1
FECZAQ,C2H7N_ethylamine,5.36674,8.47974,0.614449,456.1413162,52.30001913,0.278284374,-3.089513268,Reasonable,1,1
FECZAQ,C4H10O_methyl-isopropyl-ether,5.36674,8.47974,0.614449,464.9608227,38.53548392,0.251447588,-1.796548259,Reasonable,1,1
FEFCUQ,"C7H12_1,5-heptadiene",6.35025,8.87571,0.700622,536.7652346,30.48214368,0.295571623,0.120948842,Reasonable,1,1
FEFCUQ,"C6H14_2,3-dimethylbutane",6.35025,8.87571,0.700622,503.0672531,31.56375605,0.24224795,-0.896131311,Reasonable,1,1
FEFCUQ,C6H14_3-methylpentane,6.35025,8.87571,0.700622,504.839777,31.13915414,0.283296142,-0.74576138,Reasonable,1,1
FEFCUQ,C6H10O_4-hexen-2-one,6.35025,8.87571,0.700622,559.6621075,36.9790055,0.446231587,0.507251215,Reasonable,1,1
FEFCUQ,C7H14_4-methyl-1-hexene,6.35025,8.87571,0.700622,528.1554514,29.38650495,0.298584169,-0.128706177,Reasonable,1,1
FEFCUQ,C6H10O_4-methyl-4-penten-2-one,6.35025,8.87571,0.700622,583.9572407,32.17602658,0.427070778,0.284437502,Reasonable,1,1
