MOF,molecule,PLD,LCD,VF,Tc,Pc,w,logK,Label,No Adsorption,CatPredicted
ABUWOJ,"C7H12_1,5-heptadiene",4.03039,5.07969,0.545974,536.7652346,30.48214368,0.295571623,1.355736869,Reasonable,1,1
ABUWOJ,"C6H14_2,3-dimethylbutane",4.03039,5.07969,0.545974,503.0672531,31.56375605,0.24224795,-2.005988765,Reasonable,1,1
ABUWOJ,C6H14_3-methylpentane,4.03039,5.07969,0.545974,504.839777,31.13915414,0.283296142,-0.706286174,Reasonable,1,1
ABUWOJ,C6H10O_4-hexen-2-one,4.03039,5.07969,0.545974,559.6621075,36.9790055,0.446231587,1.410487045,Reasonable,1,1
ABUWOJ,C7H14_4-methyl-1-hexene,4.03039,5.07969,0.545974,528.1554514,29.38650495,0.298584169,-0.082243019,Reasonable,1,1
ABUWOJ,C6H10O_4-methyl-4-penten-2-one,4.03039,5.07969,0.545974,583.9572407,32.17602658,0.427070778,1.063671054,Reasonable,1,1
ABUWOJ,"C7H14_4,4-dimethyl-1-pentene",4.03039,5.07969,0.545974,524.3589038,29.54818473,0.250217308,-1.634390355,Reasonable,1,1
ABUWOJ,C2H4O_acetaldehyde,4.03039,5.07969,0.545974,470.1338418,53.98284491,0.288582571,-2.649403135,Reasonable,1,1
ABUWOJ,C3H6O_acetone,4.03039,5.07969,0.545974,504.9011578,46.13534273,0.299578863,-1.183828325,Reasonable,1,1
ABUWOJ,C2H3N_acetonitrile,4.03039,5.07969,0.545974,537.4197556,47.22182044,0.356500544,-2.716701033,Reasonable,1,1
ABUWOJ,C2H6O_dimethylether,4.03039,5.07969,0.545974,410.1055119,48.43551489,0.231685091,-2.597192009,Reasonable,1,1
ABUWOJ,C2H7N_dimethylamine,4.03039,5.07969,0.545974,449.2982222,53.95656635,0.291520542,-2.075548065,Reasonable,1,1
ABUWOJ,C2H6_ethane,4.03039,5.07969,0.545974,381.7893216,50.31694546,0.216958597,-3.459306471,Reasonable,1,1
ABUWOJ,C2H4_ethene,4.03039,5.07969,0.545974,298.4582448,49.65797888,0.123012676,-3.783897464,Reasonable,1,1
ABUWOJ,CHN_hydrogen-cyanide,4.03039,5.07969,0.545974,447.2483409,53.04824853,0.333232947,-3.826723384,Reasonable,1,1
ABUWOJ,C4H10_isobutane,4.03039,5.07969,0.545974,443.0106967,38.8550635,0.197655762,-2.08857497,Reasonable,1,1
ABUWOJ,C5H12_isopentane,4.03039,5.07969,0.545974,474.7591203,34.73587842,0.239525866,-1.345779164,Reasonable,1,1
ABUWOJ,C3H8O_isopropylalcohol,4.03039,5.07969,0.545974,515.5796221,48.73405441,0.575735407,-2.074653352,Reasonable,1,1
ABUWOJ,CH4_methane,4.03039,5.07969,0.545974,190.564,45.992,0.01142,-4.749579998,Reasonable,1,1
ABUWOJ,C4H10O_methyl-propyl-ether,4.03039,5.07969,0.545974,478.8689486,38.38025026,0.286150366,-0.663806528,Reasonable,1,1
ABUWOJ,C5H10O_methylpropylketone,4.03039,5.07969,0.545974,564.4660951,36.92885972,0.349050379,-0.799628365,Reasonable,1,1
ABUWOJ,C5H12O_methyl-tert-butyl-ether,4.03039,5.07969,0.545974,512.6934939,34.04608196,0.266677162,-2.443912287,Reasonable,1,1
ABUWOJ,C5H12_neopentane,4.03039,5.07969,0.545974,470.5354152,35.44700615,0.199261323,-3.005654687,Reasonable,1,1
ABUWOJ,C3H8_propane,4.03039,5.07969,0.545974,416.4755833,44.59741845,0.238916692,-2.449730055,Reasonable,1,1
ABUWOJ,C3H6_propene,4.03039,5.07969,0.545974,392.9986188,45.72816938,0.16410577,-2.595722331,Reasonable,1,1
ABUWOJ,C3H5N_propionitrile,4.03039,5.07969,0.545974,558.8569328,42.24565215,0.360862674,-1.868134429,Reasonable,1,1
ABUWOJ,C3H8O_propylalcohol,4.03039,5.07969,0.545974,548.7260568,52.15051916,0.532729638,-2.482827863,Reasonable,1,1
ABUWOJ,C5H10_2-pentene,4.03039,5.07969,0.545974,484.9996656,36.49974003,0.250317972,-0.506075142,Reasonable,1,1
ABUWOJ,C2H7N_ethylamine,4.03039,5.07969,0.545974,456.1413162,52.30001913,0.278284374,-2.204759735,Reasonable,1,1
ABUWOJ,C4H10O_methyl-isopropyl-ether,4.03039,5.07969,0.545974,464.9608227,38.53548392,0.251447588,-1.340563975,Reasonable,1,1
ACOLIP,"C7H12_1,5-heptadiene",3.57647,4.91034,0.454051,536.7652346,30.48214368,0.295571623,-2.759256112,Reasonable,1,1
ACOLIP,"C6H14_2,3-dimethylbutane",3.57647,4.91034,0.454051,503.0672531,31.56375605,0.24224795,-5.162411562,Reasonable,1,1
ACOLIP,C6H14_3-methylpentane,3.57647,4.91034,0.454051,504.839777,31.13915414,0.283296142,-3.856226628,Reasonable,1,1
ACOLIP,C6H10O_4-hexen-2-one,3.57647,4.91034,0.454051,559.6621075,36.9790055,0.446231587,-1.567065967,Reasonable,1,1
ACOLIP,C7H14_4-methyl-1-hexene,3.57647,4.91034,0.454051,528.1554514,29.38650495,0.298584169,-3.812792422,Reasonable,1,1
ACOLIP,C6H10O_4-methyl-4-penten-2-one,3.57647,4.91034,0.454051,583.9572407,32.17602658,0.427070778,-2.059242031,Reasonable,1,1
ACOLIP,C2H4O_acetaldehyde,3.57647,4.91034,0.454051,470.1338418,53.98284491,0.288582571,-2.177756057,Reasonable,1,1
ACOLIP,C3H6O_acetone,3.57647,4.91034,0.454051,504.9011578,46.13534273,0.299578863,-1.094185238,Reasonable,1,1
ACOLIP,C2H3N_acetonitrile,3.57647,4.91034,0.454051,537.4197556,47.22182044,0.356500544,-2.346604156,Reasonable,1,1
ACOLIP,C2H6O_dimethylether,3.57647,4.91034,0.454051,410.1055119,48.43551489,0.231685091,-2.784973469,Reasonable,1,1
ACOLIP,C2H7N_dimethylamine,3.57647,4.91034,0.454051,449.2982222,53.95656635,0.291520542,-1.745227221,Reasonable,1,1
ACOLIP,C2H6_ethane,3.57647,4.91034,0.454051,381.7893216,50.31694546,0.216958597,-3.928651988,Reasonable,1,1
ACOLIP,C2H4_ethene,3.57647,4.91034,0.454051,298.4582448,49.65797888,0.123012676,-4.166215625,Reasonable,1,1
ACOLIP,CHN_hydrogen-cyanide,3.57647,4.91034,0.454051,447.2483409,53.04824853,0.333232947,-3.188803827,Reasonable,1,1
ACOLIP,C4H10_isobutane,3.57647,4.91034,0.454051,443.0106967,38.8550635,0.197655762,-3.588914232,Reasonable,1,1
ACOLIP,C5H12_isopentane,3.57647,4.91034,0.454051,474.7591203,34.73587842,0.239525866,-3.303650602,Reasonable,1,1
ACOLIP,C3H8O_isopropylalcohol,3.57647,4.91034,0.454051,515.5796221,48.73405441,0.575735407,-1.244899946,Reasonable,1,1
ACOLIP,CH4_methane,3.57647,4.91034,0.454051,190.564,45.992,0.01142,-4.958607315,Reasonable,1,1
ACOLIP,C4H10O_methyl-propyl-ether,3.57647,4.91034,0.454051,478.8689486,38.38025026,0.286150366,-2.272292864,Reasonable,1,1
ACOLIP,C5H10O_methylpropylketone,3.57647,4.91034,0.454051,564.4660951,36.92885972,0.349050379,-3.361943256,Reasonable,1,1
ACOLIP,C3H8_propane,3.57647,4.91034,0.454051,416.4755833,44.59741845,0.238916692,-3.252489535,Reasonable,1,1
ACOLIP,C3H6_propene,3.57647,4.91034,0.454051,392.9986188,45.72816938,0.16410577,-3.270073433,Reasonable,1,1
ACOLIP,C3H5N_propionitrile,3.57647,4.91034,0.454051,558.8569328,42.24565215,0.360862674,-1.588971539,Reasonable,1,1
ACOLIP,C3H8O_propylalcohol,3.57647,4.91034,0.454051,548.7260568,52.15051916,0.532729638,-0.844014525,Reasonable,1,1
ACOLIP,C5H10_2-pentene,3.57647,4.91034,0.454051,484.9996656,36.49974003,0.250317972,-2.348548497,Reasonable,1,1
ACOLIP,C2H7N_ethylamine,3.57647,4.91034,0.454051,456.1413162,52.30001913,0.278284374,-2.043283763,Reasonable,1,1
ACOLIP,C4H10O_methyl-isopropyl-ether,3.57647,4.91034,0.454051,464.9608227,38.53548392,0.251447588,-2.755045364,Reasonable,1,1
AFITIT,"C7H12_1,5-heptadiene",5.37116,7.3533,0.467556,536.7652346,30.48214368,0.295571623,1.483167776,Reasonable,1,1
AFITIT,"C6H14_2,3-dimethylbutane",5.37116,7.3533,0.467556,503.0672531,31.56375605,0.24224795,-0.160599265,Reasonable,1,1
AFITIT,C6H14_3-methylpentane,5.37116,7.3533,0.467556,504.839777,31.13915414,0.283296142,0.238196699,Reasonable,1,1
AFITIT,C6H10O_4-hexen-2-one,5.37116,7.3533,0.467556,559.6621075,36.9790055,0.446231587,2.130301597,Reasonable,1,1
AFITIT,C7H14_4-methyl-1-hexene,5.37116,7.3533,0.467556,528.1554514,29.38650495,0.298584169,0.96090438,Reasonable,1,1
AFITIT,C6H10O_4-methyl-4-penten-2-one,5.37116,7.3533,0.467556,583.9572407,32.17602658,0.427070778,1.983303716,Reasonable,1,1
AFITIT,"C7H14_4,4-dimethyl-1-pentene",5.37116,7.3533,0.467556,524.3589038,29.54818473,0.250217308,0.473964067,Reasonable,1,1
AFITIT,C2H4O_acetaldehyde,5.37116,7.3533,0.467556,470.1338418,53.98284491,0.288582571,-1.980476619,Reasonable,1,1
AFITIT,C3H6O_acetone,5.37116,7.3533,0.467556,504.9011578,46.13534273,0.299578863,-0.537310075,Reasonable,1,1
AFITIT,C2H3N_acetonitrile,5.37116,7.3533,0.467556,537.4197556,47.22182044,0.356500544,-1.972230573,Reasonable,1,1
AFITIT,C2H6O_dimethylether,5.37116,7.3533,0.467556,410.1055119,48.43551489,0.231685091,-2.30534304,Reasonable,1,1
AFITIT,C2H7N_dimethylamine,5.37116,7.3533,0.467556,449.2982222,53.95656635,0.291520542,-1.81811927,Reasonable,1,1
AFITIT,C2H6_ethane,5.37116,7.3533,0.467556,381.7893216,50.31694546,0.216958597,-3.574667976,Reasonable,1,1
AFITIT,C2H4_ethene,5.37116,7.3533,0.467556,298.4582448,49.65797888,0.123012676,-3.959002308,Reasonable,1,1
AFITIT,CHN_hydrogen-cyanide,5.37116,7.3533,0.467556,447.2483409,53.04824853,0.333232947,-3.580425872,Reasonable,1,1
AFITIT,C4H10_isobutane,5.37116,7.3533,0.467556,443.0106967,38.8550635,0.197655762,-1.481288698,Reasonable,1,1
AFITIT,C5H12_isopentane,5.37116,7.3533,0.467556,474.7591203,34.73587842,0.239525866,-0.594139895,Reasonable,1,1
AFITIT,C3H8O_isopropylalcohol,5.37116,7.3533,0.467556,515.5796221,48.73405441,0.575735407,-1.116003181,Reasonable,1,1
AFITIT,CH4_methane,5.37116,7.3533,0.467556,190.564,45.992,0.01142,-4.950781977,Reasonable,1,1
AFITIT,C4H10O_methyl-propyl-ether,5.37116,7.3533,0.467556,478.8689486,38.38025026,0.286150366,-0.782208211,Reasonable,1,1
AFITIT,C5H10O_methylpropylketone,5.37116,7.3533,0.467556,564.4660951,36.92885972,0.349050379,-0.059284841,Reasonable,1,1
AFITIT,C5H12O_methyl-tert-butyl-ether,5.37116,7.3533,0.467556,512.6934939,34.04608196,0.266677162,-0.095920407,Reasonable,1,1
AFITIT,C5H12_neopentane,5.37116,7.3533,0.467556,470.5354152,35.44700615,0.199261323,-1.137959904,Reasonable,1,1
AFITIT,C3H8_propane,5.37116,7.3533,0.467556,416.4755833,44.59741845,0.238916692,-2.390516579,Reasonable,1,1
AFITIT,C3H6_propene,5.37116,7.3533,0.467556,392.9986188,45.72816938,0.16410577,-2.671950831,Reasonable,1,1
AFITIT,C3H5N_propionitrile,5.37116,7.3533,0.467556,558.8569328,42.24565215,0.360862674,-1.045215443,Reasonable,1,1
AFITIT,C3H8O_propylalcohol,5.37116,7.3533,0.467556,548.7260568,52.15051916,0.532729638,-1.578419105,Reasonable,1,1
AFITIT,C5H10_2-pentene,5.37116,7.3533,0.467556,484.9996656,36.49974003,0.250317972,-0.440143627,Reasonable,1,1
AFITIT,C2H7N_ethylamine,5.37116,7.3533,0.467556,456.1413162,52.30001913,0.278284374,-1.714004118,Reasonable,1,1
AFITIT,C4H10O_methyl-isopropyl-ether,5.37116,7.3533,0.467556,464.9608227,38.53548392,0.251447588,-0.30841993,Reasonable,1,1
AGARUW,"C7H12_1,5-heptadiene",6.25183,6.77693,0.450504,536.7652346,30.48214368,0.295571623,2.331409074,Reasonable,1,1
AGARUW,"C6H14_2,3-dimethylbutane",6.25183,6.77693,0.450504,503.0672531,31.56375605,0.24224795,1.047352761,Reasonable,1,1
AGARUW,C6H14_3-methylpentane,6.25183,6.77693,0.450504,504.839777,31.13915414,0.283296142,1.291728393,Reasonable,1,1
AGARUW,C6H10O_4-hexen-2-one,6.25183,6.77693,0.450504,559.6621075,36.9790055,0.446231587,2.793226553,Reasonable,1,1
AGARUW,C7H14_4-methyl-1-hexene,6.25183,6.77693,0.450504,528.1554514,29.38650495,0.298584169,2.195827725,Reasonable,1,1
AGARUW,C6H10O_4-methyl-4-penten-2-one,6.25183,6.77693,0.450504,583.9572407,32.17602658,0.427070778,2.610371602,Reasonable,1,1
AGARUW,C2H4O_acetaldehyde,6.25183,6.77693,0.450504,470.1338418,53.98284491,0.288582571,-2.149551049,Reasonable,1,1
AGARUW,C3H6O_acetone,6.25183,6.77693,0.450504,504.9011578,46.13534273,0.299578863,-0.483984504,Reasonable,1,1
AGARUW,C2H3N_acetonitrile,6.25183,6.77693,0.450504,537.4197556,47.22182044,0.356500544,-2.182188798,Reasonable,1,1
AGARUW,C2H6O_dimethylether,6.25183,6.77693,0.450504,410.1055119,48.43551489,0.231685091,-2.243405726,Reasonable,1,1
AGARUW,C2H7N_dimethylamine,6.25183,6.77693,0.450504,449.2982222,53.95656635,0.291520542,-1.621191621,Reasonable,1,1
AGARUW,C2H6_ethane,6.25183,6.77693,0.450504,381.7893216,50.31694546,0.216958597,-3.583324551,Reasonable,1,1
AGARUW,C2H4_ethene,6.25183,6.77693,0.450504,298.4582448,49.65797888,0.123012676,-3.990799895,Reasonable,1,1
AGARUW,CHN_hydrogen-cyanide,6.25183,6.77693,0.450504,447.2483409,53.04824853,0.333232947,-3.832363709,Reasonable,1,1
AGARUW,C4H10_isobutane,6.25183,6.77693,0.450504,443.0106967,38.8550635,0.197655762,-1.055086702,Reasonable,1,1
AGARUW,C5H12_isopentane,6.25183,6.77693,0.450504,474.7591203,34.73587842,0.239525866,0.118373865,Reasonable,1,1
AGARUW,C3H8O_isopropylalcohol,6.25183,6.77693,0.450504,515.5796221,48.73405441,0.575735407,0.323241784,Reasonable,1,1
AGARUW,CH4_methane,6.25183,6.77693,0.450504,190.564,45.992,0.01142,-5.049635146,Reasonable,1,1
AGARUW,C4H10O_methyl-propyl-ether,6.25183,6.77693,0.450504,478.8689486,38.38025026,0.286150366,-0.389482496,Reasonable,1,1
AGARUW,C5H10O_methylpropylketone,6.25183,6.77693,0.450504,564.4660951,36.92885972,0.349050379,0.313740708,Reasonable,1,1
AGARUW,C5H12O_methyl-tert-butyl-ether,6.25183,6.77693,0.450504,512.6934939,34.04608196,0.266677162,0.901784056,Reasonable,1,1
AGARUW,C5H12_neopentane,6.25183,6.77693,0.450504,470.5354152,35.44700615,0.199261323,-0.266099282,Reasonable,1,1
AGARUW,C3H8_propane,6.25183,6.77693,0.450504,416.4755833,44.59741845,0.238916692,-2.251347681,Reasonable,1,1
AGARUW,C3H6_propene,6.25183,6.77693,0.450504,392.9986188,45.72816938,0.16410577,-2.598604629,Reasonable,1,1
AGARUW,C3H5N_propionitrile,6.25183,6.77693,0.450504,558.8569328,42.24565215,0.360862674,-1.180544907,Reasonable,1,1
AGARUW,C3H8O_propylalcohol,6.25183,6.77693,0.450504,548.7260568,52.15051916,0.532729638,0.227290104,Reasonable,1,1
AGARUW,C5H10_2-pentene,6.25183,6.77693,0.450504,484.9996656,36.49974003,0.250317972,-0.008144653,Reasonable,1,1
AGARUW,C2H7N_ethylamine,6.25183,6.77693,0.450504,456.1413162,52.30001913,0.278284374,-1.289233795,Reasonable,1,1
AGARUW,C4H10O_methyl-isopropyl-ether,6.25183,6.77693,0.450504,464.9608227,38.53548392,0.251447588,0.240174695,Reasonable,1,1
AHOKIR01,"C6H14_2,3-dimethylbutane",3.46842,4.30724,0.460404,503.0672531,31.56375605,0.24224795,-26.8728952,No Adsorption,0,0
AHOKIR01,C6H14_3-methylpentane,3.46842,4.30724,0.460404,504.839777,31.13915414,0.283296142,-20.838632,No Adsorption,0,0
AHOKIR01,C7H14_4-methyl-1-hexene,3.46842,4.30724,0.460404,528.1554514,29.38650495,0.298584169,-21.93181414,No Adsorption,0,0
AHOKIR01,"C7H14_4,4-dimethyl-1-pentene",3.46842,4.30724,0.460404,524.3589038,29.54818473,0.250217308,-68.54515514,No Adsorption,0,0
AHOKIR01,C2H4O_acetaldehyde,3.46842,4.30724,0.460404,470.1338418,53.98284491,0.288582571,-3.45007882,Reasonable,1,1
AHOKIR01,C2H3N_acetonitrile,3.46842,4.30724,0.460404,537.4197556,47.22182044,0.356500544,-4.809668302,Reasonable,1,1
AHOKIR01,C2H6O_dimethylether,3.46842,4.30724,0.460404,410.1055119,48.43551489,0.231685091,-4.872895202,Reasonable,1,1
AHOKIR01,C2H6_ethane,3.46842,4.30724,0.460404,381.7893216,50.31694546,0.216958597,-7.386158178,Reasonable,1,1
AHOKIR01,C2H4_ethene,3.46842,4.30724,0.460404,298.4582448,49.65797888,0.123012676,-6.920818754,Reasonable,1,1
AHOKIR01,CHN_hydrogen-cyanide,3.46842,4.30724,0.460404,447.2483409,53.04824853,0.333232947,-2.916106977,Reasonable,1,1
AHOKIR01,C4H10_isobutane,3.46842,4.30724,0.460404,443.0106967,38.8550635,0.197655762,-15.70553377,No Adsorption,0,0
AHOKIR01,C5H12_isopentane,3.46842,4.30724,0.460404,474.7591203,34.73587842,0.239525866,-18.24488773,No Adsorption,0,0
AHOKIR01,C3H8O_isopropylalcohol,3.46842,4.30724,0.460404,515.5796221,48.73405441,0.575735407,-10.53017798,No Adsorption,0,0
AHOKIR01,CH4_methane,3.46842,4.30724,0.460404,190.564,45.992,0.01142,-6.906578315,Reasonable,1,1
AHOKIR01,C5H10O_methylpropylketone,3.46842,4.30724,0.460404,564.4660951,36.92885972,0.349050379,-12.86646109,No Adsorption,0,0
AHOKIR01,C5H12O_methyl-tert-butyl-ether,3.46842,4.30724,0.460404,512.6934939,34.04608196,0.266677162,-129.692504,No Adsorption,0,0
AHOKIR01,C5H12_neopentane,3.46842,4.30724,0.460404,470.5354152,35.44700615,0.199261323,-63.45967053,No Adsorption,0,0
AHOKIR01,C3H6_propene,3.46842,4.30724,0.460404,392.9986188,45.72816938,0.16410577,-7.705533774,Reasonable,1,1
AHOKIR01,C3H5N_propionitrile,3.46842,4.30724,0.460404,558.8569328,42.24565215,0.360862674,-3.835614425,Reasonable,1,1
AHOKIR01,C2H7N_ethylamine,3.46842,4.30724,0.460404,456.1413162,52.30001913,0.278284374,-3.593447898,Reasonable,1,1
AHOKIR01,C4H10O_methyl-isopropyl-ether,3.46842,4.30724,0.460404,464.9608227,38.53548392,0.251447588,-13.2915791,No Adsorption,0,0
AMIKOX,"C7H12_1,5-heptadiene",2.69518,3.46941,0.112027,536.7652346,30.48214368,0.295571623,-73.67366414,No Adsorption,0,0
AMIKOX,"C6H14_2,3-dimethylbutane",2.69518,3.46941,0.112027,503.0672531,31.56375605,0.24224795,-85.29242982,No Adsorption,0,0
AMIKOX,C6H14_3-methylpentane,2.69518,3.46941,0.112027,504.839777,31.13915414,0.283296142,-79.17652577,No Adsorption,0,0
AMIKOX,C6H10O_4-hexen-2-one,2.69518,3.46941,0.112027,559.6621075,36.9790055,0.446231587,-69.75448733,No Adsorption,0,0
AMIKOX,C7H14_4-methyl-1-hexene,2.69518,3.46941,0.112027,528.1554514,29.38650495,0.298584169,-87.54515514,No Adsorption,0,0
AMIKOX,C6H10O_4-methyl-4-penten-2-one,2.69518,3.46941,0.112027,583.9572407,32.17602658,0.427070778,-90.7212464,No Adsorption,0,0
AMIKOX,"C7H14_4,4-dimethyl-1-pentene",2.69518,3.46941,0.112027,524.3589038,29.54818473,0.250217308,-140.9208188,No Adsorption,0,0
AMIKOX,C2H4O_acetaldehyde,2.69518,3.46941,0.112027,470.1338418,53.98284491,0.288582571,-11.63827216,No Adsorption,0,0
AMIKOX,C3H6O_acetone,2.69518,3.46941,0.112027,504.9011578,46.13534273,0.299578863,-26.01547269,No Adsorption,0,0
AMIKOX,C2H3N_acetonitrile,2.69518,3.46941,0.112027,537.4197556,47.22182044,0.356500544,-10.55284197,No Adsorption,0,0
AMIKOX,C2H6O_dimethylether,2.69518,3.46941,0.112027,410.1055119,48.43551489,0.231685091,-18.17652577,No Adsorption,0,0
AMIKOX,C2H7N_dimethylamine,2.69518,3.46941,0.112027,449.2982222,53.95656635,0.291520542,-26.65955589,No Adsorption,0,0
AMIKOX,C2H6_ethane,2.69518,3.46941,0.112027,381.7893216,50.31694546,0.216958597,-12.65955589,No Adsorption,0,0
AMIKOX,CHN_hydrogen-cyanide,2.69518,3.46941,0.112027,447.2483409,53.04824853,0.333232947,-6.586700236,Reasonable,1,1
AMIKOX,C4H10_isobutane,2.69518,3.46941,0.112027,443.0106967,38.8550635,0.197655762,-47.88941029,No Adsorption,0,0
AMIKOX,C5H12_isopentane,2.69518,3.46941,0.112027,474.7591203,34.73587842,0.239525866,-61.3990271,No Adsorption,0,0
AMIKOX,C3H8O_isopropylalcohol,2.69518,3.46941,0.112027,515.5796221,48.73405441,0.575735407,-30.18442225,No Adsorption,0,0
AMIKOX,CH4_methane,2.69518,3.46941,0.112027,190.564,45.992,0.01142,-8.511449283,Reasonable,1,1
AMIKOX,C4H10O_methyl-propyl-ether,2.69518,3.46941,0.112027,478.8689486,38.38025026,0.286150366,-43.35163999,No Adsorption,0,0
AMIKOX,C5H10O_methylpropylketone,2.69518,3.46941,0.112027,564.4660951,36.92885972,0.349050379,-70.9625735,No Adsorption,0,0
AMIKOX,C5H12O_methyl-tert-butyl-ether,2.69518,3.46941,0.112027,512.6934939,34.04608196,0.266677162,-109.6615435,No Adsorption,0,0
AMIKOX,C5H12_neopentane,2.69518,3.46941,0.112027,470.5354152,35.44700615,0.199261323,-116.6108339,No Adsorption,0,0
AMIKOX,C3H8_propane,2.69518,3.46941,0.112027,416.4755833,44.59741845,0.238916692,-25.39794001,No Adsorption,0,0
AMIKOX,C3H6_propene,2.69518,3.46941,0.112027,392.9986188,45.72816938,0.16410577,-20.56224944,No Adsorption,0,0
AMIKOX,C3H5N_propionitrile,2.69518,3.46941,0.112027,558.8569328,42.24565215,0.360862674,-16.88605665,No Adsorption,0,0
AMIKOX,C3H8O_propylalcohol,2.69518,3.46941,0.112027,548.7260568,52.15051916,0.532729638,-27.1739252,No Adsorption,0,0
AMIKOX,C5H10_2-pentene,2.69518,3.46941,0.112027,484.9996656,36.49974003,0.250317972,-47.43651891,No Adsorption,0,0
AMIKOX,C2H7N_ethylamine,2.69518,3.46941,0.112027,456.1413162,52.30001913,0.278284374,-21.63078414,No Adsorption,0,0
AMIKOX,C4H10O_methyl-isopropyl-ether,2.69518,3.46941,0.112027,464.9608227,38.53548392,0.251447588,-50.13846559,No Adsorption,0,0
AMILUE,"C7H12_1,5-heptadiene",11.07263,11.39418,0.566397,536.7652346,30.48214368,0.295571623,1.449109517,Reasonable,1,1
AMILUE,"C6H14_2,3-dimethylbutane",11.07263,11.39418,0.566397,503.0672531,31.56375605,0.24224795,-1.342112705,Reasonable,1,1
AMILUE,C6H14_3-methylpentane,11.07263,11.39418,0.566397,504.839777,31.13915414,0.283296142,-1.209729618,Reasonable,1,1
AMILUE,C6H10O_4-hexen-2-one,11.07263,11.39418,0.566397,559.6621075,36.9790055,0.446231587,1.56939498,Reasonable,1,1
AMILUE,C7H14_4-methyl-1-hexene,11.07263,11.39418,0.566397,528.1554514,29.38650495,0.298584169,-0.686812159,Reasonable,1,1
AMILUE,C6H10O_4-methyl-4-penten-2-one,11.07263,11.39418,0.566397,583.9572407,32.17602658,0.427070778,0.894313293,Reasonable,1,1
AMILUE,"C7H14_4,4-dimethyl-1-pentene",11.07263,11.39418,0.566397,524.3589038,29.54818473,0.250217308,-0.98589127,Reasonable,1,1
AMILUE,C2H4O_acetaldehyde,11.07263,11.39418,0.566397,470.1338418,53.98284491,0.288582571,-2.015974778,Reasonable,1,1
AMILUE,C3H6O_acetone,11.07263,11.39418,0.566397,504.9011578,46.13534273,0.299578863,-0.27641053,Reasonable,1,1
AMILUE,C2H3N_acetonitrile,11.07263,11.39418,0.566397,537.4197556,47.22182044,0.356500544,-1.971619911,Reasonable,1,1
AMILUE,C2H6O_dimethylether,11.07263,11.39418,0.566397,410.1055119,48.43551489,0.231685091,-2.33467422,Reasonable,1,1
AMILUE,C2H7N_dimethylamine,11.07263,11.39418,0.566397,449.2982222,53.95656635,0.291520542,-1.695343628,Reasonable,1,1
AMILUE,C2H6_ethane,11.07263,11.39418,0.566397,381.7893216,50.31694546,0.216958597,-3.175109128,Reasonable,1,1
AMILUE,C2H4_ethene,11.07263,11.39418,0.566397,298.4582448,49.65797888,0.123012676,-3.598428877,Reasonable,1,1
AMILUE,CHN_hydrogen-cyanide,11.07263,11.39418,0.566397,447.2483409,53.04824853,0.333232947,-3.529742436,Reasonable,1,1
AMILUE,C4H10_isobutane,11.07263,11.39418,0.566397,443.0106967,38.8550635,0.197655762,-1.985441662,Reasonable,1,1
AMILUE,C5H12_isopentane,11.07263,11.39418,0.566397,474.7591203,34.73587842,0.239525866,-1.525225924,Reasonable,1,1
AMILUE,C3H8O_isopropylalcohol,11.07263,11.39418,0.566397,515.5796221,48.73405441,0.575735407,-1.321850518,Reasonable,1,1
AMILUE,CH4_methane,11.07263,11.39418,0.566397,190.564,45.992,0.01142,-4.804100348,Reasonable,1,1
AMILUE,C4H10O_methyl-propyl-ether,11.07263,11.39418,0.566397,478.8689486,38.38025026,0.286150366,-0.772293218,Reasonable,1,1
AMILUE,C5H10O_methylpropylketone,11.07263,11.39418,0.566397,564.4660951,36.92885972,0.349050379,-0.745737196,Reasonable,1,1
AMILUE,C5H12O_methyl-tert-butyl-ether,11.07263,11.39418,0.566397,512.6934939,34.04608196,0.266677162,-1.171825573,Reasonable,1,1
AMILUE,C5H12_neopentane,11.07263,11.39418,0.566397,470.5354152,35.44700615,0.199261323,-2.271686808,Reasonable,1,1
AMILUE,C3H8_propane,11.07263,11.39418,0.566397,416.4755833,44.59741845,0.238916692,-2.023651397,Reasonable,1,1
AMILUE,C3H6_propene,11.07263,11.39418,0.566397,392.9986188,45.72816938,0.16410577,-2.271032957,Reasonable,1,1
AMILUE,C3H5N_propionitrile,11.07263,11.39418,0.566397,558.8569328,42.24565215,0.360862674,-1.072553154,Reasonable,1,1
AMILUE,C3H8O_propylalcohol,11.07263,11.39418,0.566397,548.7260568,52.15051916,0.532729638,-1.698611859,Reasonable,1,1
AMILUE,C5H10_2-pentene,11.07263,11.39418,0.566397,484.9996656,36.49974003,0.250317972,-0.778309362,Reasonable,1,1
AMILUE,C2H7N_ethylamine,11.07263,11.39418,0.566397,456.1413162,52.30001913,0.278284374,-1.538138462,Reasonable,1,1
AMILUE,C4H10O_methyl-isopropyl-ether,11.07263,11.39418,0.566397,464.9608227,38.53548392,0.251447588,-1.025635246,Reasonable,1,1
AMIMEP,"C7H12_1,5-heptadiene",10.87494,11.21563,0.563613,536.7652346,30.48214368,0.295571623,2.376352453,Reasonable,1,1
AMIMEP,"C6H14_2,3-dimethylbutane",10.87494,11.21563,0.563613,503.0672531,31.56375605,0.24224795,-1.248798676,Reasonable,1,1
AMIMEP,C6H14_3-methylpentane,10.87494,11.21563,0.563613,504.839777,31.13915414,0.283296142,-0.484657433,Reasonable,1,1
